accession,species_key,source_protein_id,prepared_protein_id,gene_id,gene_name,feature_id,mapping_status
GCF_036503815.1,GCF_036503815.1,WP_000967595.1,GCF_036503815.1__WP_000967595.1,AABJ99_RS13505,yciI,gene-AABJ99_RS13505,mapped
GCF_036503815.1,GCF_036503815.1,WP_000968208.1,GCF_036503815.1__WP_000968208.1,AABJ99_RS08510,yohK,gene-AABJ99_RS08510,mapped
GCF_036503815.1,GCF_036503815.1,WP_000968919.1,GCF_036503815.1__WP_000968919.1,AABJ99_RS11095,chbA,gene-AABJ99_RS11095,mapped
GCF_036503815.1,GCF_036503815.1,WP_000969092.1,GCF_036503815.1__WP_000969092.1,AABJ99_RS11705,uidR,gene-AABJ99_RS11705,mapped
GCF_036503815.1,GCF_036503815.1,WP_000969383.1,GCF_036503815.1__WP_000969383.1,AABJ99_RS17540,ppiD,gene-AABJ99_RS17540,mapped
GCF_036503815.1,GCF_036503815.1,WP_000970070.1,GCF_036503815.1__WP_000970070.1,AABJ99_RS06475,purL,gene-AABJ99_RS06475,mapped
GCF_036503815.1,GCF_036503815.1,WP_000970331.1,GCF_036503815.1__WP_000970331.1,AABJ99_RS17270,ybbJ,gene-AABJ99_RS17270,mapped
GCF_036503815.1,GCF_036503815.1,WP_000970479.1,GCF_036503815.1__WP_000970479.1,AABJ99_RS19460,rsmH,gene-AABJ99_RS19460,mapped
GCF_036503815.1,GCF_036503815.1,WP_000971336.1,GCF_036503815.1__WP_000971336.1,AABJ99_RS17605,cyoE,gene-AABJ99_RS17605,mapped
GCF_036503815.1,GCF_036503815.1,WP_000971730.1,GCF_036503815.1__WP_000971730.1,AABJ99_RS08225,ccmB,gene-AABJ99_RS08225,mapped
GCF_036503815.1,GCF_036503815.1,WP_000972203.1,GCF_036503815.1__WP_000972203.1,AABJ99_RS19230,yadH,gene-AABJ99_RS19230,mapped
GCF_036503815.1,GCF_036503815.1,WP_000972246.1,GCF_036503815.1__WP_000972246.1,AABJ99_RS10830,nimR,gene-AABJ99_RS10830,mapped
GCF_036503815.1,GCF_036503815.1,WP_000973094.1,GCF_036503815.1__WP_000973094.1,AABJ99_RS18665,fadE,gene-AABJ99_RS18665,mapped
GCF_036503815.1,GCF_036503815.1,WP_000973448.1,GCF_036503815.1__WP_000973448.1,AABJ99_RS17570,bolA,gene-AABJ99_RS17570,mapped
GCF_036503815.1,GCF_036503815.1,WP_000973662.1,GCF_036503815.1__WP_000973662.1,AABJ99_RS22020,lamB,gene-AABJ99_RS22020,mapped
GCF_036503815.1,GCF_036503815.1,WP_000974823.1,GCF_036503815.1__WP_000974823.1,AABJ99_RS17720,yajD,gene-AABJ99_RS17720,mapped
GCF_036503815.1,GCF_036503815.1,WP_000976064.1,GCF_036503815.1__WP_000976064.1,AABJ99_RS00430,dut,gene-AABJ99_RS00430,mapped
GCF_036503815.1,GCF_036503815.1,WP_000976328.1,GCF_036503815.1__WP_000976328.1,AABJ99_RS09335,virB9,gene-AABJ99_RS09335,mapped
GCF_036503815.1,GCF_036503815.1,WP_000976467.1,GCF_036503815.1__WP_000976467.1,AABJ99_RS10560,yebY,gene-AABJ99_RS10560,mapped
GCF_036503815.1,GCF_036503815.1,WP_000977757.1,GCF_036503815.1__WP_000977757.1,AABJ99_RS21470,ecnA,gene-AABJ99_RS21470,mapped
GCF_036503815.1,GCF_036503815.1,WP_000977917.1,GCF_036503815.1__WP_000977917.1,AABJ99_RS15070,ompF,gene-AABJ99_RS15070,mapped
GCF_036503815.1,GCF_036503815.1,WP_000978094.1,GCF_036503815.1__WP_000978094.1,AABJ99_RS08975,wza,gene-AABJ99_RS08975,mapped
GCF_036503815.1,GCF_036503815.1,WP_000978494.1,GCF_036503815.1__WP_000978494.1,AABJ99_RS10770,dmlA,gene-AABJ99_RS10770,mapped
GCF_036503815.1,GCF_036503815.1,WP_000979494.1,GCF_036503815.1__WP_000979494.1,AABJ99_RS24645,AABJ99_RS24645,gene-AABJ99_RS24645,mapped
GCF_036503815.1,GCF_036503815.1,WP_000979518.1,GCF_036503815.1__WP_000979518.1,AABJ99_RS14590,AABJ99_RS14590,gene-AABJ99_RS14590,mapped
GCF_036503815.1,GCF_036503815.1,WP_000979659.1,GCF_036503815.1__WP_000979659.1,AABJ99_RS13540,oppC,gene-AABJ99_RS13540,mapped
GCF_036503815.1,GCF_036503815.1,WP_000979977.1,GCF_036503815.1__WP_000979977.1,AABJ99_RS13955,ymgD,gene-AABJ99_RS13955,mapped
GCF_036503815.1,GCF_036503815.1,WP_000980557.1,GCF_036503815.1__WP_000980557.1,AABJ99_RS09215,sbcB,gene-AABJ99_RS09215,mapped
GCF_036503815.1,GCF_036503815.1,WP_000980841.1,GCF_036503815.1__WP_000980841.1,AABJ99_RS24635,virB10,gene-AABJ99_RS24635,mapped
GCF_036503815.1,GCF_036503815.1,WP_000980984.1,GCF_036503815.1__WP_000980984.1,AABJ99_RS09630,rem,gene-AABJ99_RS09630,mapped
GCF_036503815.1,GCF_036503815.1,WP_000981977.1,GCF_036503815.1__WP_000981977.1,AABJ99_RS21355,tsaE,gene-AABJ99_RS21355,mapped
GCF_036503815.1,GCF_036503815.1,WP_000982855.1,GCF_036503815.1__WP_000982855.1,AABJ99_RS09430,ybtU,gene-AABJ99_RS09430,mapped
GCF_036503815.1,GCF_036503815.1,WP_000983255.1,GCF_036503815.1__WP_000983255.1,AABJ99_RS23455,ilvM,gene-AABJ99_RS23455,mapped
GCF_036503815.1,GCF_036503815.1,WP_000983609.1,GCF_036503815.1__WP_000983609.1,AABJ99_RS10335,cheZ,gene-AABJ99_RS10335,mapped
GCF_036503815.1,GCF_036503815.1,WP_000983653.1,GCF_036503815.1__WP_000983653.1,AABJ99_RS11100,chbR,gene-AABJ99_RS11100,mapped
GCF_036503815.1,GCF_036503815.1,WP_000984517.1,GCF_036503815.1__WP_000984517.1,AABJ99_RS10610,htpX,gene-AABJ99_RS10610,mapped
GCF_036503815.1,GCF_036503815.1,WP_000984793.1,GCF_036503815.1__WP_000984793.1,AABJ99_RS04175,yggN,gene-AABJ99_RS04175,mapped
GCF_036503815.1,GCF_036503815.1,WP_000984956.1,GCF_036503815.1__WP_000984956.1,AABJ99_RS03975,AABJ99_RS03975,gene-AABJ99_RS03975,mapped
GCF_036503815.1,GCF_036503815.1,WP_000985116.1,GCF_036503815.1__WP_000985116.1,AABJ99_RS09770,AABJ99_RS09770,gene-AABJ99_RS09770,mapped
GCF_036503815.1,GCF_036503815.1,WP_000985313.1,GCF_036503815.1__WP_000985313.1,AABJ99_RS07350,fryC,gene-AABJ99_RS07350,mapped
GCF_036503815.1,GCF_036503815.1,WP_000985497.1,GCF_036503815.1__WP_000985497.1,AABJ99_RS05740,proV,gene-AABJ99_RS05740,mapped
GCF_036503815.1,GCF_036503815.1,WP_000985560.1,GCF_036503815.1__WP_000985560.1,AABJ99_RS00030,yidA,gene-AABJ99_RS00030,mapped
GCF_036503815.1,GCF_036503815.1,WP_000985953.1,GCF_036503815.1__WP_000985953.1,AABJ99_RS06025,AABJ99_RS06025,gene-AABJ99_RS06025,mapped
GCF_036503815.1,GCF_036503815.1,WP_000986047.1,GCF_036503815.1__WP_000986047.1,AABJ99_RS06440,acpS,gene-AABJ99_RS06440,mapped
GCF_036503815.1,GCF_036503815.1,WP_000986226.1,GCF_036503815.1__WP_000986226.1,AABJ99_RS20640,iraD,gene-AABJ99_RS20640,mapped
GCF_036503815.1,GCF_036503815.1,WP_000986622.1,GCF_036503815.1__WP_000986622.1,AABJ99_RS21615,melA,gene-AABJ99_RS21615,mapped
GCF_036503815.1,GCF_036503815.1,WP_000986806.1,GCF_036503815.1__WP_000986806.1,AABJ99_RS03620,ttdA,gene-AABJ99_RS03620,mapped
GCF_036503815.1,GCF_036503815.1,WP_000988308.1,GCF_036503815.1__WP_000988308.1,AABJ99_RS00995,bcsF,gene-AABJ99_RS00995,mapped
GCF_036503815.1,GCF_036503815.1,WP_000989430.1,GCF_036503815.1__WP_000989430.1,AABJ99_RS11040,astA,gene-AABJ99_RS11040,mapped
GCF_036503815.1,GCF_036503815.1,WP_000990146.1,GCF_036503815.1__WP_000990146.1,AABJ99_RS15710,ybiX,gene-AABJ99_RS15710,mapped
GCF_036503815.1,GCF_036503815.1,WP_000990284.1,GCF_036503815.1__WP_000990284.1,AABJ99_RS21350,amiB,gene-AABJ99_RS21350,mapped
GCF_036503815.1,GCF_036503815.1,WP_000990665.1,GCF_036503815.1__WP_000990665.1,AABJ99_RS24375,AABJ99_RS24375,gene-AABJ99_RS24375,mapped
GCF_036503815.1,GCF_036503815.1,WP_000991370.1,GCF_036503815.1__WP_000991370.1,AABJ99_RS07440,evgA,gene-AABJ99_RS07440,mapped
GCF_036503815.1,GCF_036503815.1,WP_000991809.1,GCF_036503815.1__WP_000991809.1,AABJ99_RS11650,rsxB,gene-AABJ99_RS11650,mapped
GCF_036503815.1,GCF_036503815.1,WP_000992818.1,GCF_036503815.1__WP_000992818.1,AABJ99_RS14475,csgC,gene-AABJ99_RS14475,mapped
GCF_036503815.1,GCF_036503815.1,WP_000993113.1,GCF_036503815.1__WP_000993113.1,AABJ99_RS05840,glaH,gene-AABJ99_RS05840,mapped
GCF_036503815.1,GCF_036503815.1,WP_000993449.1,GCF_036503815.1__WP_000993449.1,AABJ99_RS01715,glgP,gene-AABJ99_RS01715,mapped
GCF_036503815.1,GCF_036503815.1,WP_000994779.1,GCF_036503815.1__WP_000994779.1,AABJ99_RS24115,traA,gene-AABJ99_RS24115,mapped
GCF_036503815.1,GCF_036503815.1,WP_000994905.1,GCF_036503815.1__WP_000994905.1,AABJ99_RS13530,oppF,gene-AABJ99_RS13530,mapped
GCF_036503815.1,GCF_036503815.1,WP_000996856.1,GCF_036503815.1__WP_000996856.1,AABJ99_RS13240,puuP,gene-AABJ99_RS13240,mapped
GCF_036503815.1,GCF_036503815.1,WP_000997419.1,GCF_036503815.1__WP_000997419.1,AABJ99_RS06340,yfiF,gene-AABJ99_RS06340,mapped
GCF_036503815.1,GCF_036503815.1,WP_000997453.1,GCF_036503815.1__WP_000997453.1,AABJ99_RS09330,virB10,gene-AABJ99_RS09330,mapped
GCF_036503815.1,GCF_036503815.1,WP_000997797.1,GCF_036503815.1__WP_000997797.1,AABJ99_RS04210,yggS,gene-AABJ99_RS04210,mapped
GCF_036503815.1,GCF_036503815.1,WP_000998700.1,GCF_036503815.1__WP_000998700.1,AABJ99_RS20825,idnO,gene-AABJ99_RS20825,mapped
GCF_036503815.1,GCF_036503815.1,WP_000999630.1,GCF_036503815.1__WP_000999630.1,AABJ99_RS10840,yoaI,gene-AABJ99_RS10840,mapped
GCF_036503815.1,GCF_036503815.1,WP_000999667.1,GCF_036503815.1__WP_000999667.1,AABJ99_RS21140,AABJ99_RS21140,gene-AABJ99_RS21140,mapped
GCF_036503815.1,GCF_036503815.1,WP_000999947.1,GCF_036503815.1__WP_000999947.1,AABJ99_RS23250,cyaY,gene-AABJ99_RS23250,mapped
GCF_036503815.1,GCF_036503815.1,WP_001000715.1,GCF_036503815.1__WP_001000715.1,AABJ99_RS13405,AABJ99_RS13405,gene-AABJ99_RS13405,mapped
GCF_036503815.1,GCF_036503815.1,WP_001002544.1,GCF_036503815.1__WP_001002544.1,AABJ99_RS01680,yhgN,gene-AABJ99_RS01680,mapped
GCF_036503815.1,GCF_036503815.1,WP_001003725.1,GCF_036503815.1__WP_001003725.1,AABJ99_RS06985,tal,gene-AABJ99_RS06985,mapped
GCF_036503815.1,GCF_036503815.1,WP_001005448.1,GCF_036503815.1__WP_001005448.1,AABJ99_RS08690,apbC,gene-AABJ99_RS08690,mapped
GCF_036503815.1,GCF_036503815.1,WP_001005598.1,GCF_036503815.1__WP_001005598.1,AABJ99_RS22425,ppc,gene-AABJ99_RS22425,mapped
GCF_036503815.1,GCF_036503815.1,WP_001006867.1,GCF_036503815.1__WP_001006867.1,AABJ99_RS10635,yebO,gene-AABJ99_RS10635,mapped
GCF_036503815.1,GCF_036503815.1,WP_001007152.1,GCF_036503815.1__WP_001007152.1,AABJ99_RS16845,entB,gene-AABJ99_RS16845,mapped
GCF_036503815.1,GCF_036503815.1,WP_001007398.1,GCF_036503815.1__WP_001007398.1,AABJ99_RS18020,mhpA,gene-AABJ99_RS18020,mapped
GCF_036503815.1,GCF_036503815.1,WP_001007734.1,GCF_036503815.1__WP_001007734.1,AABJ99_RS02135,yheV,gene-AABJ99_RS02135,mapped
GCF_036503815.1,GCF_036503815.1,WP_001008126.1,GCF_036503815.1__WP_001008126.1,AABJ99_RS14780,AABJ99_RS14780,gene-AABJ99_RS14780,mapped
GCF_036503815.1,GCF_036503815.1,WP_001008535.1,GCF_036503815.1__WP_001008535.1,AABJ99_RS14235,fabG,gene-AABJ99_RS14235,mapped
GCF_036503815.1,GCF_036503815.1,WP_001010714.1,GCF_036503815.1__WP_001010714.1,AABJ99_RS11130,tcyP,gene-AABJ99_RS11130,mapped
GCF_036503815.1,GCF_036503815.1,WP_001011014.1,GCF_036503815.1__WP_001011014.1,AABJ99_RS09485,cbl,gene-AABJ99_RS09485,mapped
GCF_036503815.1,GCF_036503815.1,WP_001012889.1,GCF_036503815.1__WP_001012889.1,AABJ99_RS07765,yfbS,gene-AABJ99_RS07765,mapped
GCF_036503815.1,GCF_036503815.1,WP_001013506.1,GCF_036503815.1__WP_001013506.1,AABJ99_RS17995,mhpE,gene-AABJ99_RS17995,mapped
GCF_036503815.1,GCF_036503815.1,WP_001014327.1,GCF_036503815.1__WP_001014327.1,AABJ99_RS17285,AABJ99_RS17285,gene-AABJ99_RS17285,mapped
GCF_036503815.1,GCF_036503815.1,WP_001014565.1,GCF_036503815.1__WP_001014565.1,AABJ99_RS21845,yjcH,gene-AABJ99_RS21845,mapped
GCF_036503815.1,GCF_036503815.1,WP_001014979.1,GCF_036503815.1__WP_001014979.1,AABJ99_RS20760,AABJ99_RS20760,gene-AABJ99_RS20760,mapped
GCF_036503815.1,GCF_036503815.1,WP_001015099.1,GCF_036503815.1__WP_001015099.1,AABJ99_RS13245,ymjA,gene-AABJ99_RS13245,mapped
GCF_036503815.1,GCF_036503815.1,WP_001016587.1,GCF_036503815.1__WP_001016587.1,AABJ99_RS04645,xdhC,gene-AABJ99_RS04645,mapped
GCF_036503815.1,GCF_036503815.1,WP_001018040.1,GCF_036503815.1__WP_001018040.1,AABJ99_RS16535,ybeZ,gene-AABJ99_RS16535,mapped
GCF_036503815.1,GCF_036503815.1,WP_001018415.1,GCF_036503815.1__WP_001018415.1,AABJ99_RS17935,tauA,gene-AABJ99_RS17935,mapped
GCF_036503815.1,GCF_036503815.1,WP_001018618.1,GCF_036503815.1__WP_001018618.1,AABJ99_RS16420,fldA,gene-AABJ99_RS16420,mapped
GCF_036503815.1,GCF_036503815.1,WP_001019197.1,GCF_036503815.1__WP_001019197.1,AABJ99_RS14815,gnsA,gene-AABJ99_RS14815,mapped
GCF_036503815.1,GCF_036503815.1,WP_001019560.1,GCF_036503815.1__WP_001019560.1,AABJ99_RS11825,ynfL,gene-AABJ99_RS11825,mapped
GCF_036503815.1,GCF_036503815.1,WP_001019882.1,GCF_036503815.1__WP_001019882.1,AABJ99_RS10865,yeaG,gene-AABJ99_RS10865,mapped
GCF_036503815.1,GCF_036503815.1,WP_001019923.1,GCF_036503815.1__WP_001019923.1,AABJ99_RS18380,yagU,gene-AABJ99_RS18380,mapped
GCF_036503815.1,GCF_036503815.1,WP_001020405.1,GCF_036503815.1__WP_001020405.1,AABJ99_RS04610,yqeB,gene-AABJ99_RS04610,mapped
GCF_036503815.1,GCF_036503815.1,WP_001021161.1,GCF_036503815.1__WP_001021161.1,AABJ99_RS17690,ribH,gene-AABJ99_RS17690,mapped
GCF_036503815.1,GCF_036503815.1,WP_001022009.1,GCF_036503815.1__WP_001022009.1,AABJ99_RS01560,livJ,gene-AABJ99_RS01560,mapped
GCF_036503815.1,GCF_036503815.1,WP_001023131.1,GCF_036503815.1__WP_001023131.1,AABJ99_RS16450,nagE,gene-AABJ99_RS16450,mapped
GCF_036503815.1,GCF_036503815.1,WP_001023257.1,GCF_036503815.1__WP_001023257.1,AABJ99_RS01365,AABJ99_RS01365,gene-AABJ99_RS01365,mapped
GCF_036503815.1,GCF_036503815.1,WP_001023914.1,GCF_036503815.1__WP_001023914.1,AABJ99_RS09000,wcaC,gene-AABJ99_RS09000,mapped
GCF_036503815.1,GCF_036503815.1,WP_001024524.1,GCF_036503815.1__WP_001024524.1,AABJ99_RS00260,AABJ99_RS00260,gene-AABJ99_RS00260,mapped
GCF_036503815.1,GCF_036503815.1,WP_001024558.1,GCF_036503815.1__WP_001024558.1,AABJ99_RS12110,ydeJ,gene-AABJ99_RS12110,mapped
GCF_036503815.1,GCF_036503815.1,WP_001024876.1,GCF_036503815.1__WP_001024876.1,AABJ99_RS15490,ybjL,gene-AABJ99_RS15490,mapped
GCF_036503815.1,GCF_036503815.1,WP_001025395.1,GCF_036503815.1__WP_001025395.1,AABJ99_RS24810,AABJ99_RS24810,gene-AABJ99_RS24810,mapped
GCF_036503815.1,GCF_036503815.1,WP_001025939.1,GCF_036503815.1__WP_001025939.1,AABJ99_RS22390,oxyR,gene-AABJ99_RS22390,mapped
GCF_036503815.1,GCF_036503815.1,WP_001026276.1,GCF_036503815.1__WP_001026276.1,AABJ99_RS21500,groS,gene-AABJ99_RS21500,mapped
GCF_036503815.1,GCF_036503815.1,WP_001026418.1,GCF_036503815.1__WP_001026418.1,AABJ99_RS08240,ccmE,gene-AABJ99_RS08240,mapped
GCF_036503815.1,GCF_036503815.1,WP_001026747.1,GCF_036503815.1__WP_001026747.1,AABJ99_RS17280,cueR,gene-AABJ99_RS17280,mapped
GCF_036503815.1,GCF_036503815.1,WP_001027519.1,GCF_036503815.1__WP_001027519.1,AABJ99_RS24235,AABJ99_RS24235,gene-AABJ99_RS24235,mapped
GCF_036503815.1,GCF_036503815.1,WP_001028073.1,GCF_036503815.1__WP_001028073.1,AABJ99_RS00320,AABJ99_RS00320,gene-AABJ99_RS00320,mapped
GCF_036503815.1,GCF_036503815.1,WP_001028095.1,GCF_036503815.1__WP_001028095.1,AABJ99_RS14630,rutF,gene-AABJ99_RS14630,mapped
GCF_036503815.1,GCF_036503815.1,WP_001028614.1,GCF_036503815.1__WP_001028614.1,AABJ99_RS06795,purN,gene-AABJ99_RS06795,mapped
GCF_036503815.1,GCF_036503815.1,WP_001029013.1,GCF_036503815.1__WP_001029013.1,AABJ99_RS02720,yhcO,gene-AABJ99_RS02720,mapped
GCF_036503815.1,GCF_036503815.1,WP_001029684.1,GCF_036503815.1__WP_001029684.1,AABJ99_RS02400,rpsK,gene-AABJ99_RS02400,mapped
GCF_036503815.1,GCF_036503815.1,WP_001029698.1,GCF_036503815.1__WP_001029698.1,AABJ99_RS19975,radA,gene-AABJ99_RS19975,mapped
GCF_036503815.1,GCF_036503815.1,WP_001030334.1,GCF_036503815.1__WP_001030334.1,AABJ99_RS11625,nth,gene-AABJ99_RS11625,mapped
GCF_036503815.1,GCF_036503815.1,WP_001030378.1,GCF_036503815.1__WP_001030378.1,AABJ99_RS24030,traF,gene-AABJ99_RS24030,mapped
GCF_036503815.1,GCF_036503815.1,WP_001030438.1,GCF_036503815.1__WP_001030438.1,AABJ99_RS10950,AABJ99_RS10950,gene-AABJ99_RS10950,mapped
GCF_036503815.1,GCF_036503815.1,WP_001030595.1,GCF_036503815.1__WP_001030595.1,AABJ99_RS21975,yjbJ,gene-AABJ99_RS21975,mapped
GCF_036503815.1,GCF_036503815.1,WP_001031527.1,GCF_036503815.1__WP_001031527.1,AABJ99_RS13385,yciN,gene-AABJ99_RS13385,mapped
GCF_036503815.1,GCF_036503815.1,WP_001031720.1,GCF_036503815.1__WP_001031720.1,AABJ99_RS01985,gph,gene-AABJ99_RS01985,mapped
GCF_036503815.1,GCF_036503815.1,WP_001031834.1,GCF_036503815.1__WP_001031834.1,AABJ99_RS02035,yhfL,gene-AABJ99_RS02035,mapped
GCF_036503815.1,GCF_036503815.1,WP_001033417.1,GCF_036503815.1__WP_001033417.1,AABJ99_RS16325,AABJ99_RS16325,gene-AABJ99_RS16325,mapped
GCF_036503815.1,GCF_036503815.1,WP_001033695.1,GCF_036503815.1__WP_001033695.1,AABJ99_RS14115,lolD,gene-AABJ99_RS14115,mapped
GCF_036503815.1,GCF_036503815.1,WP_001033722.1,GCF_036503815.1__WP_001033722.1,AABJ99_RS22650,cpxR,gene-AABJ99_RS22650,mapped
GCF_036503815.1,GCF_036503815.1,WP_001035602.1,GCF_036503815.1__WP_001035602.1,AABJ99_RS19120,AABJ99_RS19120,gene-AABJ99_RS19120,mapped
GCF_036503815.1,GCF_036503815.1,WP_001036488.1,GCF_036503815.1__WP_001036488.1,AABJ99_RS15920,ybhI,gene-AABJ99_RS15920,mapped
GCF_036503815.1,GCF_036503815.1,WP_001037418.1,GCF_036503815.1__WP_001037418.1,AABJ99_RS20575,yjiN,gene-AABJ99_RS20575,mapped
GCF_036503815.1,GCF_036503815.1,WP_001037461.1,GCF_036503815.1__WP_001037461.1,AABJ99_RS03820,AABJ99_RS03820,gene-AABJ99_RS03820,mapped
GCF_036503815.1,GCF_036503815.1,WP_001038608.1,GCF_036503815.1__WP_001038608.1,AABJ99_RS05975,AABJ99_RS05975,gene-AABJ99_RS05975,mapped
GCF_036503815.1,GCF_036503815.1,WP_001038968.1,GCF_036503815.1__WP_001038968.1,AABJ99_RS18300,AABJ99_RS18300,gene-AABJ99_RS18300,mapped
GCF_036503815.1,GCF_036503815.1,WP_001039044.1,GCF_036503815.1__WP_001039044.1,AABJ99_RS11080,osmE,gene-AABJ99_RS11080,mapped
GCF_036503815.1,GCF_036503815.1,WP_001040205.1,GCF_036503815.1__WP_001040205.1,AABJ99_RS03075,rbfA,gene-AABJ99_RS03075,mapped
GCF_036503815.1,GCF_036503815.1,WP_001040487.1,GCF_036503815.1__WP_001040487.1,AABJ99_RS07140,murP,gene-AABJ99_RS07140,mapped
GCF_036503815.1,GCF_036503815.1,WP_001041010.1,GCF_036503815.1__WP_001041010.1,AABJ99_RS03375,yhaJ,gene-AABJ99_RS03375,mapped
GCF_036503815.1,GCF_036503815.1,WP_001042003.1,GCF_036503815.1__WP_001042003.1,AABJ99_RS01550,ftsX,gene-AABJ99_RS01550,mapped
GCF_036503815.1,GCF_036503815.1,WP_001042105.1,GCF_036503815.1__WP_001042105.1,AABJ99_RS18160,AABJ99_RS18160,gene-AABJ99_RS18160,mapped
GCF_036503815.1,GCF_036503815.1,WP_001043260.1,GCF_036503815.1__WP_001043260.1,AABJ99_RS24485,sul2,gene-AABJ99_RS24485,mapped
GCF_036503815.1,GCF_036503815.1,WP_001043384.1,GCF_036503815.1__WP_001043384.1,AABJ99_RS11725,ydgA,gene-AABJ99_RS11725,mapped
GCF_036503815.1,GCF_036503815.1,WP_001043462.1,GCF_036503815.1__WP_001043462.1,AABJ99_RS14150,ycfJ,gene-AABJ99_RS14150,mapped
GCF_036503815.1,GCF_036503815.1,WP_001043542.1,GCF_036503815.1__WP_001043542.1,AABJ99_RS17545,hupB,gene-AABJ99_RS17545,mapped
GCF_036503815.1,GCF_036503815.1,WP_001043810.1,GCF_036503815.1__WP_001043810.1,AABJ99_RS07585,mepA,gene-AABJ99_RS07585,mapped
GCF_036503815.1,GCF_036503815.1,WP_001043890.1,GCF_036503815.1__WP_001043890.1,AABJ99_RS10595,msrC,gene-AABJ99_RS10595,mapped
GCF_036503815.1,GCF_036503815.1,WP_001044513.1,GCF_036503815.1__WP_001044513.1,AABJ99_RS22200,hupA,gene-AABJ99_RS22200,mapped
GCF_036503815.1,GCF_036503815.1,WP_001044873.1,GCF_036503815.1__WP_001044873.1,AABJ99_RS16615,ybeL,gene-AABJ99_RS16615,mapped
GCF_036503815.1,GCF_036503815.1,WP_001045307.1,GCF_036503815.1__WP_001045307.1,AABJ99_RS24630,virB9,gene-AABJ99_RS24630,mapped
GCF_036503815.1,GCF_036503815.1,WP_001045689.1,GCF_036503815.1__WP_001045689.1,AABJ99_RS22630,sbp,gene-AABJ99_RS22630,mapped
GCF_036503815.1,GCF_036503815.1,WP_001046790.1,GCF_036503815.1__WP_001046790.1,AABJ99_RS10895,yeaC,gene-AABJ99_RS10895,mapped
GCF_036503815.1,GCF_036503815.1,WP_001046832.1,GCF_036503815.1__WP_001046832.1,AABJ99_RS13025,smrA,gene-AABJ99_RS13025,mapped
GCF_036503815.1,GCF_036503815.1,WP_001047336.1,GCF_036503815.1__WP_001047336.1,AABJ99_RS02975,ispB,gene-AABJ99_RS02975,mapped
GCF_036503815.1,GCF_036503815.1,WP_001048602.1,GCF_036503815.1__WP_001048602.1,AABJ99_RS16195,sucC,gene-AABJ99_RS16195,mapped
GCF_036503815.1,GCF_036503815.1,WP_001049180.1,GCF_036503815.1__WP_001049180.1,AABJ99_RS01280,AABJ99_RS01280,gene-AABJ99_RS01280,mapped
GCF_036503815.1,GCF_036503815.1,WP_001049791.1,GCF_036503815.1__WP_001049791.1,AABJ99_RS04145,nupG,gene-AABJ99_RS04145,mapped
GCF_036503815.1,GCF_036503815.1,WP_001050688.1,GCF_036503815.1__WP_001050688.1,AABJ99_RS14350,murJ,gene-AABJ99_RS14350,mapped
GCF_036503815.1,GCF_036503815.1,WP_001050745.1,GCF_036503815.1__WP_001050745.1,AABJ99_RS04545,yqfG,gene-AABJ99_RS04545,mapped
GCF_036503815.1,GCF_036503815.1,WP_001051798.1,GCF_036503815.1__WP_001051798.1,AABJ99_RS00450,rpmG,gene-AABJ99_RS00450,mapped
GCF_036503815.1,GCF_036503815.1,WP_001051883.1,GCF_036503815.1__WP_001051883.1,AABJ99_RS21335,hfq,gene-AABJ99_RS21335,mapped
GCF_036503815.1,GCF_036503815.1,WP_001052219.1,GCF_036503815.1__WP_001052219.1,AABJ99_RS23615,atpF,gene-AABJ99_RS23615,mapped
GCF_036503815.1,GCF_036503815.1,WP_001054191.1,GCF_036503815.1__WP_001054191.1,AABJ99_RS12135,ydeE,gene-AABJ99_RS12135,mapped
GCF_036503815.1,GCF_036503815.1,WP_001054420.1,GCF_036503815.1__WP_001054420.1,AABJ99_RS03010,yhbY,gene-AABJ99_RS03010,mapped
GCF_036503815.1,GCF_036503815.1,WP_001054527.1,GCF_036503815.1__WP_001054527.1,AABJ99_RS23375,rho,gene-AABJ99_RS23375,mapped
GCF_036503815.1,GCF_036503815.1,WP_001055790.1,GCF_036503815.1__WP_001055790.1,AABJ99_RS10605,prc,gene-AABJ99_RS10605,mapped
GCF_036503815.1,GCF_036503815.1,WP_001056273.1,GCF_036503815.1__WP_001056273.1,AABJ99_RS23540,rbsB,gene-AABJ99_RS23540,mapped
GCF_036503815.1,GCF_036503815.1,WP_001056376.1,GCF_036503815.1__WP_001056376.1,AABJ99_RS15630,ldtB,gene-AABJ99_RS15630,mapped
GCF_036503815.1,GCF_036503815.1,WP_001056439.1,GCF_036503815.1__WP_001056439.1,AABJ99_RS13465,yciF,gene-AABJ99_RS13465,mapped
GCF_036503815.1,GCF_036503815.1,WP_001056694.1,GCF_036503815.1__WP_001056694.1,AABJ99_RS10490,hexR,gene-AABJ99_RS10490,mapped
GCF_036503815.1,GCF_036503815.1,WP_001057453.1,GCF_036503815.1__WP_001057453.1,AABJ99_RS01175,slp,gene-AABJ99_RS01175,mapped
GCF_036503815.1,GCF_036503815.1,WP_001058227.1,GCF_036503815.1__WP_001058227.1,AABJ99_RS03285,garL,gene-AABJ99_RS03285,mapped
GCF_036503815.1,GCF_036503815.1,WP_001058802.1,GCF_036503815.1__WP_001058802.1,AABJ99_RS03840,yqhD,gene-AABJ99_RS03840,mapped
